SDIO_MINTSTS,10,1,HTO,Data starvation-by-host time-out,0,rw
SDIO_MINTSTS,11,1,FRUN,FIFO underrun/overrun error,0,rw
SDIO_MINTSTS,12,1,HLE,Hardware locked write error,0,rw
SDIO_MINTSTS,13,1,SBE,Start-bit error,0,rw
SDIO_MINTSTS,14,1,ACD,Auto command done,0,rw
SDIO_MINTSTS,15,1,EBE,End-bit error (read)/write no CRC,0,rw
SDIO_MINTSTS,16,1,SDIO_INTERRUPT,Interrupt from SDIO card,0,rw
SDIO_RINTSTS,0,1,CDET,Card detect,0,rw
SDIO_RINTSTS,1,1,RE,Response error,0,rw
SDIO_RINTSTS,2,1,CDONE,Command done,0,rw
SDIO_RINTSTS,3,1,DTO,Data transfer over,0,rw
SDIO_RINTSTS,4,1,TXDR,Transmit FIFO data request,0,rw
SDIO_RINTSTS,5,1,RXDR,Receive FIFO data request,0,rw
SDIO_RINTSTS,6,1,RCRC,Response CRC error,0,rw
SDIO_RINTSTS,7,1,DCRC,Data CRC error,0,rw
SDIO_RINTSTS,8,1,RTO_BAR,Response time-out (RTO)/boot ack received (BAR),0,rw
SDIO_RINTSTS,9,1,DRTO_BDS,Data read time-out (DRTO)/boot data start (BDS),0,rw
SDIO_RINTSTS,10,1,HTO,Data starvation-by-host time-out,0,rw
SDIO_RINTSTS,11,1,FRUN,FIFO underrun/overrun error,0,rw
SDIO_RINTSTS,12,1,HLE,Hardware locked write error,0,rw
SDIO_RINTSTS,13,1,SBE,Start-bit error,0,rw
SDIO_RINTSTS,14,1,ACD,Auto command done,0,rw
SDIO_RINTSTS,15,1,EBE,End-bit error (read)/write no CRC,0,rw
SDIO_RINTSTS,16,1,SDIO_INTERRUPT,Interrupt from SDIO card,0,rw
SDIO_STATUS,0,1,FIFO_RX_WATERMARK,FIFO reached receive watermark level,0,rw
SDIO_STATUS,1,1,FIFO_TX_WATERMARK,FIFO reached transmit watermark level,1,rw
SDIO_STATUS,2,1,FIFO_EMPTY,FIFO is empty,1,rw
SDIO_STATUS,3,1,FIFO_FULL,FIFO is full,0,rw
SDIO_STATUS,4,4,CMDFSMSTATES,Command FSM states,0,rw
SDIO_STATUS,8,1,DATA_3_STATUS,Raw selected card_data[3],,rw
SDIO_STATUS,9,1,DATA_BUSY,Inverted version of raw selected card_data[0],,rw
SDIO_STATUS,10,1,DATA_STATE_MC_BUSY,Data transmit or receive state-machine is busy,1,rw
SDIO_STATUS,11,6,RESPONSE_INDEX,Index of previous response,0,rw
SDIO_STATUS,17,13,FIFO_COUNT,Number of filled locations in FIFO,0,rw
SDIO_STATUS,30,1,DMA_ACK,DMA acknowledge signal,0,rw
SDIO_STATUS,31,1,DMA_REQ,DMA request signal,0,rw
SDIO_FIFOTH,0,12,TX_WMARK,FIFO threshold watermark level when transmitting data to card,0,rw
SDIO_FIFOTH,16,12,RX_WMARK,FIFO threshold watermark level when receiving data from card,0x1f,rw
SDIO_FIFOTH,28,3,DMA_MTS,Burst size of multiple transaction,0,rw
SDIO_CDETECT,0,1,CARD_DETECT,Card detect - 0 represents presence of card,0,rw
SDIO_WRTPRT,0,1,WRITE_PROTECT,Write protect - 1 represents write protection,0,rw
SDIO_TCBCNT,0,32,TRANS_CARD_BYTE_COUNT,Number of bytes transferred by CIU unit to card,0,rw
SDIO_TBBCNT,0,32,TRANS_FIFO_BYTE_COUNT,Number of bytes transferred between host/DMA memory and BIU FIFO,0,rw
SDIO_DEBNCE,0,24,DEBOUNCE_COUNT,Number of host clocks used by debounce filter logic for card detect,0xffffff,rw
SDIO_RST_N,0,1,CARD_RESET,Hardware reset,1,rw
SDIO_BMOD,0,1,SWR,Software reset,0,rw
SDIO_BMOD,1,1,FB,Fixed burst,0,rw
SDIO_BMOD,2,5,DSL,Descriptor skip length,0,rw
SDIO_BMOD,7,1,DE,SD/MMC DMA enable,0,rw
SDIO_BMOD,8,3,PBL,Programmable burst length,0,rw
SDIO_PLDMND,0,32,PD,Poll demand,,rw
SDIO_DBADDR,0,32,SDL,Start of descriptor list,0,rw
SDIO_IDSTS,0,1,TI,Transmit interrupt,0,rw
SDIO_IDSTS,1,1,RI,Receive interrupt,0,rw
SDIO_IDSTS,2,1,FBE,Fatal bus error interrupt,0,rw
SDIO_IDSTS,4,1,DU,Descriptor unavailable interrupt,0,rw
SDIO_IDSTS,5,1,CES,Card error summary,0,rw
SDIO_IDSTS,8,1,NIS,Normal interrupt summary,0,rw
SDIO_IDSTS,9,1,AIS,Abnormal interrupt summary,0,rw
SDIO_IDSTS,10,3,EB,Error bits,0,rw
SDIO_IDSTS,13,4,FSM,DMAC state machine present state,0,rw
SDIO_IDINTEN,0,1,TI,Transmit interrupt enable,0,rw
SDIO_IDINTEN,1,1,RI,Receive interrupt enable,0,rw
SDIO_IDINTEN,2,1,FBE,Fatal bus error enable,0,rw
SDIO_IDINTEN,4,1,DU,Descriptor unavailable interrupt,0,rw
SDIO_IDINTEN,5,1,CES,Card error summary interrupt,0,rw
SDIO_IDINTEN,8,1,NIS,Normal interrupt summary enable,0,rw
SDIO_IDINTEN,9,1,AIS,Abnormal interrupt summary enable,0,rw
SDIO_DSCADDR,0,32,HDA,Host descriptor address pointer,0,rw
SDIO_BUFADDR,0,32,HBA,Host buffer address pointer,0,rw
